it	prior	PP_lik	BD_lik	q_0	q_1	q_2	root_age	death_age	w_shape	w_scale_0	mean_longevity_0	tot_length	
1535	-12.398163	-5941.050281	-1190.029744	1.782472	0.766565	0.023949	24.347857	0.082677	0.678624	1.459472	1.904740	1681.179487
1536	-11.987255	-5974.403682	-1201.636021	1.806911	0.744015	0.062099	24.554895	0.000919	0.725434	1.734710	2.125000	1701.242393
1537	-11.923670	-5980.805675	-1206.209841	1.696915	0.728158	0.058497	24.450743	0.056580	0.732763	1.995659	2.423244	1710.834840
1538	-12.125084	-5884.419109	-1186.353476	1.805347	0.862174	0.051498	24.550073	0.047820	0.719864	1.746177	2.153803	1659.941035
1539	-12.333875	-5869.528325	-1189.606259	1.825774	0.964379	0.036930	24.144961	0.208495	0.739725	1.859690	2.239911	1644.733243
1540	-12.407958	-6002.247693	-1188.046431	1.771720	0.742550	0.022999	24.429043	0.203463	0.751577	1.841888	2.189240	1699.186860
1541	-12.224493	-6005.141491	-1197.714848	1.769409	0.787530	0.040248	25.659309	0.227688	0.758511	1.975873	2.331042	1704.520720
1542	-12.053609	-5922.460779	-1183.000679	1.805217	0.850486	0.064000	25.244165	0.036479	0.743584	1.791216	2.147984	1656.243742
1543	-12.215957	-5903.013016	-1182.219840	1.810145	0.894242	0.044082	24.460190	0.080159	0.741997	1.892778	2.273858	1649.981454
1544	-12.277847	-5886.063514	-1181.714681	1.816859	1.010158	0.042651	23.950251	0.004047	0.687698	1.679683	2.163119	1640.883799
1545	-11.846146	-5920.385930	-1166.230205	1.731995	0.869295	0.087301	24.642609	0.309197	0.787085	1.839739	2.109299	1638.369719
1546	-11.975404	-5855.386657	-1182.624869	1.799226	0.949904	0.081189	24.515478	0.002754	0.591275	1.191664	1.828002	1631.864452
1547	-13.330711	-5909.502222	-1190.968911	1.778497	0.893065	0.005670	25.159615	0.026656	0.724823	1.668701	2.045667	1670.798858
1548	-13.070072	-5934.403885	-1191.312852	1.812897	0.753923	0.008242	24.294826	0.031422	0.707546	1.651371	2.069316	1677.279591
1549	-12.639977	-5854.943913	-1191.245869	1.825800	0.657102	0.020533	25.399915	0.133250	0.720774	1.467024	1.807432	1638.777339
1550	-13.630549	-5806.627090	-1179.944841	1.870175	0.767505	0.003068	24.784861	0.015082	0.675867	1.455878	1.907963	1621.277482
1551	-12.571939	-5933.686239	-1186.702588	1.815349	0.743127	0.022324	24.009253	0.033221	0.742941	1.738720	2.086549	1669.516482
1552	-12.350866	-5985.772201	-1198.680877	1.693683	1.077394	0.043856	24.423766	0.125084	0.745822	1.540975	1.843262	1684.279031
1553	-12.889866	-5947.175888	-1191.674874	1.868441	0.875117	0.014553	24.011346	0.001921	0.808871	1.966102	2.210301	1674.049185
1554	-12.273160	-5913.393775	-1189.735893	1.813988	0.750878	0.041010	23.630201	0.132281	0.733143	1.691203	2.052635	1664.997512
1555	-12.447203	-5912.625998	-1186.181960	1.902576	0.855426	0.037950	23.965818	0.004568	0.754949	1.757039	2.080775	1660.020818
1556	-12.229194	-5951.450160	-1193.161289	1.758925	0.792275	0.049714	24.978585	0.008671	0.750710	1.962327	2.334605	1686.539450
1557	-12.541095	-5941.943736	-1184.633208	1.851256	1.011185	0.037294	24.653405	0.128234	0.819124	2.090509	2.329861	1668.648531
1558	-12.401732	-5893.133455	-1188.777847	1.858366	0.956492	0.048061	24.931509	0.092920	0.742560	1.753340	2.105002	1643.664409
1559	-12.671556	-5902.634276	-1174.151516	1.800428	1.060546	0.028617	25.436296	0.002752	0.750586	1.652904	1.966746	1631.840052
1560	-12.703526	-5841.637945	-1180.939716	1.906870	1.085495	0.030719	24.448872	0.156239	0.662246	1.454238	1.946885	1616.143976
1561	-12.900504	-5916.231520	-1187.584928	1.767359	1.009919	0.013952	24.184884	0.047205	0.710770	1.499742	1.871398	1652.670121
1562	-12.246670	-5931.383030	-1180.958282	1.781734	0.851423	0.046548	23.754163	0.001189	0.762793	1.851761	2.174812	1653.872541
1563	-11.992807	-5858.489932	-1176.887100	1.860040	0.791412	0.088952	23.593832	0.186531	0.687525	1.524710	1.964032	1623.659041
1564	-12.464780	-5904.021528	-1178.000006	1.805629	0.803379	0.029757	24.230830	0.001192	0.667815	1.475621	1.958050	1645.167489
1565	-11.987818	-5909.375195	-1181.520492	1.851953	0.796050	0.094905	24.306755	0.080574	0.728511	1.506215	1.838231	1640.364233
1566	-12.565755	-5868.830876	-1190.612113	1.810985	0.866683	0.026265	24.292016	0.037741	0.764972	1.854554	2.173178	1640.218265
1567	-12.423249	-5902.104602	-1186.002719	1.895616	0.824261	0.037635	23.698415	0.278152	0.729513	1.821948	2.220887	1659.754709
1568	-12.598517	-5887.306357	-1198.582342	1.802121	0.839602	0.022835	24.098945	0.012526	0.680113	1.523965	1.984491	1662.619214
1569	-12.739832	-5915.188528	-1182.278381	1.847051	0.881265	0.018547	23.772159	0.025314	0.796530	1.769948	2.011634	1661.179401
1570	-12.744166	-5924.808880	-1192.267501	1.803518	0.739552	0.016747	24.980190	0.154225	0.720907	1.769352	2.179554	1666.454980
1571	-12.242645	-6004.585915	-1193.396129	1.798168	0.725125	0.044608	24.272075	0.049598	0.793504	1.892934	2.157365	1698.172635
1572	-12.501662	-5932.160643	-1198.053037	1.778397	0.854669	0.029114	24.606568	0.076735	0.720156	1.834388	2.261781	1683.110855
1573	-13.097832	-5962.958100	-1186.134743	1.739757	0.943255	0.008815	24.772540	0.136925	0.831211	1.970613	2.174856	1675.496945
1574	-13.174154	-5916.265380	-1179.782492	1.813746	0.779978	0.006967	24.397495	0.104646	0.770049	1.904851	2.220573	1650.267198
1575	-13.449851	-5876.414620	-1184.073425	1.763138	0.991927	0.004735	24.788710	0.019852	0.671313	1.554319	2.051244	1634.258312
1576	-14.119253	-5841.830641	-1182.652049	1.836525	0.937874	0.001187	23.830982	0.007141	0.700862	1.503803	1.901319	1610.613788
1577	-14.699365	-5786.719513	-1175.085362	1.885145	1.078588	0.000510	24.466348	0.271970	0.624629	1.265580	1.810595	1590.416458
1578	-13.559701	-5826.049723	-1183.945031	1.862481	0.989277	0.004261	24.250627	0.403743	0.613088	1.214952	1.778356	1604.704845
1579	-12.560553	-5862.658605	-1166.212322	1.768236	1.068022	0.030434	23.849508	0.172911	0.646091	1.515629	2.084770	1602.583008
1580	-12.574883	-5880.260772	-1178.239069	1.846580	1.062357	0.036663	24.772865	0.050711	0.648851	1.514104	2.072758	1624.578213
1581	-11.922915	-5869.974402	-1175.903589	1.827250	1.015107	0.142447	23.842500	0.093062	0.708909	1.639160	2.050338	1624.621961
1582	-12.565408	-5940.018289	-1185.915774	1.867460	0.871561	0.030831	24.854525	0.050765	0.707318	1.740678	2.181879	1655.652780
1583	-12.705702	-5981.196853	-1187.424363	1.803632	1.035314	0.024239	24.577440	0.020701	0.801399	1.895460	2.144883	1673.671196
1584	-12.934655	-5913.152884	-1176.429199	1.836073	0.949992	0.015489	25.497063	0.037196	0.790773	1.852031	2.116079	1643.324211
1585	-12.579324	-5881.374634	-1173.524583	1.820322	1.048604	0.034187	24.813922	0.255408	0.772669	1.898560	2.207417	1629.575951
1586	-12.180010	-5917.679140	-1180.032326	1.864152	0.826650	0.068720	24.926910	0.112253	0.725579	1.701394	2.083821	1649.704204
1587	-12.689268	-5804.257826	-1179.622725	1.897567	0.970042	0.025239	23.868847	0.212681	0.643589	1.228394	1.697087	1607.115014
1588	-12.806571	-5804.295445	-1181.208656	1.884977	0.810364	0.017825	24.667886	0.020526	0.569990	1.036447	1.673028	1613.934237
1589	-12.805063	-5856.141446	-1186.984086	1.827482	0.846654	0.016123	24.562102	0.289503	0.673118	1.331309	1.752051	1626.421427
1590	-12.942059	-5896.340750	-1184.893251	1.800061	0.896847	0.012259	24.308234	0.022785	0.717593	1.813722	2.243502	1643.367975
1591	-14.161766	-5914.913773	-1185.203456	1.855226	1.063545	0.001376	24.062537	0.098999	0.714609	1.916862	2.380084	1648.396828
1592	-14.327139	-5864.966625	-1181.939155	1.870761	0.809205	0.000783	24.654862	0.039319	0.702548	1.619365	2.042765	1643.866617
1593	-14.021012	-5940.767213	-1191.014457	1.844882	0.798011	0.001466	25.162697	0.081755	0.804814	2.079432	2.345974	1667.433204
1594	-13.581483	-5853.612351	-1194.894969	1.865941	0.848288	0.003615	24.551212	0.144785	0.646017	1.534867	2.111504	1644.404673
1595	-13.630470	-5905.588147	-1190.219956	1.812222	0.707022	0.003123	26.580001	0.042673	0.762277	1.818928	2.137401	1672.967807
1596	-13.852197	-5919.287803	-1192.115777	1.722972	0.820188	0.001573	24.539859	0.015256	0.717159	1.498638	1.854771	1676.169374
1597	-13.380397	-5957.894725	-1199.412475	1.843025	0.751175	0.004405	23.835926	0.021665	0.704363	1.576692	1.984098	1697.575401
1598	-12.966815	-5908.296853	-1194.632767	1.854132	0.768138	0.010888	24.130728	0.073467	0.729528	1.708570	2.082647	1687.415097
1599	-12.793157	-5957.039347	-1205.399457	1.854773	0.664242	0.013540	23.627514	0.021244	0.766605	1.684662	1.970784	1704.375473
1600	-12.464983	-5940.343248	-1186.945781	1.824891	0.675427	0.026768	24.001656	0.171961	0.731501	1.664016	2.023570	1669.748930
1601	-12.671351	-5836.945696	-1186.912043	1.855797	0.816953	0.022989	25.226034	0.065917	0.683534	1.334206	1.728629	1630.383458
1602	-12.453530	-5872.967223	-1192.498203	1.872490	0.759097	0.030861	23.567309	0.061459	0.670193	1.474964	1.949908	1644.280201
1603	-12.311930	-5974.707686	-1184.467877	1.827228	0.828523	0.044765	24.268823	0.033798	0.774542	1.860946	2.159652	1683.461596
1604	-12.165825	-5942.544520	-1182.800182	1.811045	0.755507	0.056849	24.458351	0.013743	0.786770	1.868533	2.142948	1669.836589
1605	-12.383931	-6002.118670	-1198.197709	1.774107	0.769053	0.035952	25.337225	0.190322	0.766660	1.789628	2.093459	1703.661418
1606	-12.847462	-5911.598926	-1185.431696	1.826010	0.629732	0.012362	24.513329	0.093440	0.706300	1.693476	2.125573	1659.941400
1607	-13.045447	-5868.587516	-1200.905781	1.850342	0.805488	0.010047	24.537059	0.009799	0.600714	1.340626	2.013955	1660.453803
1608	-12.312064	-5875.310509	-1194.113881	1.829186	0.788324	0.042692	24.229853	0.065107	0.747541	1.765185	2.107415	1650.195888
1609	-12.204724	-5905.929505	-1180.164525	1.784443	0.929562	0.055678	23.732454	0.103468	0.749130	1.690164	2.014305	1647.128547
1610	-12.467606	-5866.464689	-1178.985618	1.821390	0.902928	0.035295	24.576289	0.028477	0.711604	1.714027	2.136475	1629.017098
1611	-12.635312	-5873.563703	-1182.770686	1.789387	0.760801	0.018671	23.884593	0.320312	0.661288	1.364470	1.829540	1632.417484
1612	-12.638444	-5866.427915	-1180.575142	1.813772	0.816699	0.020812	24.114099	0.208400	0.660741	1.320557	1.772231	1624.392381
1613	-12.991960	-5935.060292	-1196.345344	1.871938	0.878822	0.012025	24.186480	0.037598	0.815649	1.912804	2.138002	1659.365424
1614	-13.236205	-5859.881835	-1197.218948	1.846398	0.917824	0.007643	24.853394	0.111451	0.674931	1.379688	1.810692	1646.243233
1615	-12.573171	-5869.919005	-1192.115127	1.794819	0.921800	0.025832	23.964093	0.051239	0.680315	1.557777	2.027910	1652.642871
1616	-12.494916	-5926.131664	-1201.012556	1.801918	0.840586	0.028496	24.136168	0.082931	0.826619	1.845305	2.044033	1681.172297
1617	-12.429425	-5950.888031	-1199.502671	1.837285	0.866197	0.035938	23.968738	0.074599	0.796529	1.957807	2.225148	1687.658131
1618	-12.357502	-5868.275282	-1188.791446	1.907163	0.774273	0.042611	23.982625	0.040042	0.742418	1.679133	2.016235	1637.577338
1619	-12.944430	-5906.677027	-1179.712778	1.797711	0.811847	0.010578	23.841016	0.324670	0.745061	1.799368	2.154178	1646.425076
1620	-13.604043	-5822.375620	-1184.019829	1.840431	0.844475	0.003087	23.880348	0.179577	0.642001	1.401740	1.942015	1617.801180
1621	-12.899643	-5832.964610	-1182.666657	1.848040	0.786157	0.013344	24.810114	0.131503	0.708652	1.626140	2.034738	1630.415128
1622	-12.765716	-5862.831607	-1185.295509	1.818817	1.046896	0.021241	24.070224	0.084344	0.661745	1.518781	2.034938	1626.715482
1623	-12.742525	-5859.276612	-1174.699993	1.812669	0.996261	0.020291	23.959895	0.290883	0.653663	1.333864	1.811151	1615.430756
1624	-12.720808	-5770.697034	-1167.475143	1.872042	1.067532	0.029824	25.166849	0.389500	0.570010	1.239141	2.000114	1568.857806
1625	-12.554297	-5885.752661	-1173.641907	1.842568	0.901364	0.031190	24.977583	0.118587	0.674105	1.448975	1.904022	1625.554271
1626	-12.394352	-5878.423315	-1190.617629	1.801157	0.777834	0.033872	24.151139	0.029142	0.661326	1.690903	2.267094	1643.338239
1627	-11.844491	-5924.785601	-1199.832161	1.742588	0.806558	0.108007	23.637329	0.046753	0.729692	2.000338	2.437817	1660.918885
1628	-12.562610	-5805.495313	-1176.796228	1.885276	0.843242	0.027615	23.654203	0.199721	0.619910	1.251746	1.807342	1609.312821
1629	-12.346154	-5791.522781	-1179.005030	1.832015	0.901627	0.045545	24.222069	0.096054	0.623425	1.393732	1.998581	1606.218680
1630	-11.952286	-5874.946833	-1179.173584	1.782790	0.900883	0.109003	24.646431	0.001880	0.669580	1.489644	1.971197	1639.098809
1631	-12.638705	-5833.055035	-1172.167505	1.900509	1.041095	0.032976	24.487253	0.020225	0.688780	1.561946	2.008374	1613.860779
1632	-12.546589	-5875.251591	-1182.828193	1.804585	0.960840	0.028854	23.764184	0.099060	0.660693	1.584199	2.126213	1636.382163
1633	-12.291376	-5886.599880	-1185.113490	1.840827	0.863923	0.049945	24.421586	0.024045	0.687566	1.428377	1.839833	1647.593624
1634	-13.435892	-5830.230355	-1177.694488	1.878944	0.983874	0.005869	24.839623	0.160701	0.617827	1.172669	1.700166	1610.951699
1635	-13.292580	-5841.032304	-1173.180762	1.855779	0.951560	0.006576	23.794157	0.040373	0.673184	1.425932	1.876388	1610.917061
1636	-12.729170	-5836.867989	-1173.222189	1.814108	1.050136	0.022971	24.267736	0.165440	0.668366	1.353627	1.794620	1610.987634
1637	-13.768504	-5822.923744	-1178.791937	1.872533	0.933874	0.002990	25.596769	0.057401	0.649961	1.418985	1.938852	1616.180083
1638	-12.665526	-5829.405301	-1177.602268	1.842613	0.691843	0.021143	25.514395	0.124858	0.623227	1.213145	1.740290	1610.660183
1639	-12.950065	-5850.368303	-1179.605489	1.879780	0.993853	0.015720	24.590785	0.129604	0.623647	1.244096	1.783237	1622.293354
1640	-12.925014	-5864.692595	-1180.533169	1.891755	0.964817	0.016589	24.735809	0.208379	0.663783	1.549977	2.069932	1622.127078
1641	-12.755648	-5906.061876	-1195.581729	1.832595	0.855471	0.018910	24.883195	0.028747	0.640917	1.305176	1.811723	1646.603968
1642	-13.109699	-5889.803652	-1189.259752	1.858298	0.899819	0.009398	24.228930	0.297258	0.734375	1.659476	2.011211	1647.113289
1643	-13.302936	-5875.094704	-1182.808348	1.839514	0.857815	0.005913	24.254486	0.147749	0.701080	1.615901	2.042444	1637.878805
1644	-12.624132	-5843.393216	-1184.278623	1.884521	0.949102	0.030662	24.952975	0.052729	0.730673	1.684375	2.050345	1637.210367
1645	-12.670845	-5856.652421	-1194.241647	1.941783	0.772422	0.022993	23.784398	0.006368	0.683652	1.675233	2.170099	1656.036663
1646	-13.472749	-5868.363275	-1195.034229	1.876566	0.748988	0.004051	24.342187	0.080338	0.728524	1.698154	2.072446	1667.084190
1647	-13.672169	-5903.027173	-1179.998328	1.824934	0.897835	0.002878	24.339237	0.175417	0.757669	1.760157	2.078408	1659.322743
1648	-13.125952	-5898.622528	-1191.762614	1.857932	0.831401	0.008840	24.647953	0.025536	0.709918	1.690614	2.111912	1666.008770
1649	-12.952565	-5929.461955	-1187.419152	1.822011	0.960172	0.014821	25.565163	0.143303	0.749199	1.759121	2.096326	1668.858176
1650	-12.306355	-5876.289728	-1187.657269	1.876614	0.692871	0.048911	25.634182	0.022314	0.696229	1.496206	1.903768	1651.931492
1651	-12.580235	-5919.785652	-1183.325243	1.873037	0.751639	0.025457	24.395910	0.008812	0.706213	1.693756	2.126170	1665.373697
1652	-12.031487	-5919.207590	-1184.434327	1.772610	0.690646	0.068723	24.638720	0.003413	0.767404	1.780944	2.081717	1651.438366
1653	-12.284633	-5951.599507	-1181.528739	1.821544	0.926800	0.051258	23.962587	0.132277	0.824970	1.919898	2.129491	1666.627195
1654	-12.508134	-5874.488472	-1186.949057	1.835216	0.830200	0.030649	24.689141	0.126809	0.677495	1.510077	1.974129	1640.149964
1655	-12.241432	-5937.609008	-1184.632471	1.874411	0.910226	0.061099	24.017075	0.099180	0.766758	1.757096	2.055198	1666.996333
1656	-12.035378	-5969.687056	-1191.434720	1.755835	0.757949	0.066740	24.007996	0.002571	0.831400	1.984569	2.189931	1684.074129
1657	-12.530959	-5847.778901	-1188.612571	1.831532	0.880381	0.029215	24.157199	0.047252	0.638830	1.327187	1.849177	1641.832271
1658	-12.519572	-5902.078507	-1189.546590	1.801218	0.737086	0.024699	24.160690	0.136726	0.729056	1.779267	2.170050	1664.881098
1659	-13.399714	-5898.288864	-1187.603800	1.807686	0.926193	0.005157	24.632676	0.198419	0.661855	1.522659	2.039773	1656.646892
1660	-13.291900	-5851.808247	-1189.869339	1.884263	0.886191	0.007355	25.186315	0.000948	0.630118	1.405704	1.990189	1637.727941
1661	-13.061716	-5899.797391	-1183.148725	1.848925	0.981763	0.011300	24.260311	0.097021	0.720501	1.669348	2.057403	1642.838307
1662	-12.940669	-5908.293340	-1194.014233	1.838562	1.007384	0.014896	24.449797	0.010419	0.691992	1.527096	1.954619	1661.516759
1663	-12.503950	-5880.948491	-1169.459871	1.827335	1.170739	0.043502	23.798232	0.058859	0.768495	1.758412	2.053094	1613.296273
1664	-12.746431	-5875.808484	-1169.969355	1.895760	0.951083	0.022132	23.966644	0.001437	0.708071	1.646440	2.061711	1617.623890
1665	-13.146734	-5851.791338	-1178.449983	1.861870	0.918942	0.009713	25.159618	0.144558	0.707728	1.556755	1.950285	1620.063669
1666	-12.781598	-5905.526120	-1186.818464	1.796553	0.970755	0.021589	26.199720	0.199046	0.711960	1.580645	1.969311	1639.888173
1667	-12.827070	-5904.108136	-1196.232610	1.801998	1.127653	0.024195	26.149799	0.123817	0.695604	1.511413	1.924787	1655.734819
1668	-12.793805	-5868.160723	-1183.834699	1.810271	1.065817	0.023135	25.475335	0.024220	0.689568	1.699058	2.182217	1638.680384
1669	-11.983974	-5828.696327	-1181.239262	1.780531	0.982735	0.116335	24.879495	0.048059	0.647484	1.419978	1.948485	1618.949800
1670	-12.329176	-5884.449151	-1176.150727	1.845634	1.133024	0.067815	24.477351	0.072760	0.777923	1.796555	2.077992	1629.744224
1671	-12.517118	-5880.964579	-1176.546007	1.852249	1.037783	0.038991	24.325121	0.086429	0.734038	1.815870	2.201625	1632.402261
1672	-12.332180	-5931.967508	-1185.068547	1.769157	0.941769	0.044569	24.546910	0.092933	0.682333	1.431057	1.857388	1656.525121
1673	-13.067265	-5823.709944	-1171.387720	1.842549	1.011004	0.011216	24.116597	0.016941	0.710810	1.531773	1.911266	1600.837222
1674	-12.813085	-5785.323289	-1176.859432	1.895184	0.961251	0.020771	24.479028	0.019761	0.592595	1.318031	2.015825	1595.850892
1675	-12.704899	-5824.999969	-1180.010621	1.846465	1.099256	0.028046	24.501050	0.035430	0.672884	1.443238	1.900038	1613.268762
1676	-12.438004	-5916.816149	-1185.757855	1.880619	0.941592	0.040576	23.826215	0.035160	0.777358	1.778753	2.058540	1653.942781
1677	-12.595243	-5880.278705	-1184.479836	1.879390	0.788461	0.025875	24.464657	0.110474	0.792113	1.835818	2.094953	1646.806996
1678	-12.486591	-5825.426616	-1176.699575	1.873578	1.008133	0.039397	23.775748	0.151310	0.629942	1.375895	1.948628	1604.988528
1679	-12.325258	-5811.881377	-1167.775551	1.890657	0.895760	0.051870	24.244122	0.070124	0.684510	1.414573	1.830141	1592.240690
1680	-12.290659	-5848.966898	-1186.153685	1.757439	0.960289	0.049630	24.561628	0.394249	0.655773	1.463250	1.979841	1617.587497
1681	-12.555607	-5875.606645	-1187.176657	1.778305	0.731580	0.023629	25.051749	0.018866	0.667195	1.508174	2.003202	1629.554398
1682	-12.373864	-5811.724634	-1186.055787	1.870330	0.867218	0.046484	24.778684	0.068764	0.671388	1.613443	2.129025	1615.114017
1683	-12.415290	-5778.789248	-1168.725343	1.881346	0.938799	0.045176	24.468931	0.028202	0.642258	1.248162	1.728457	1587.928741
1684	-12.208730	-5888.977635	-1177.448119	1.816625	0.723452	0.048991	24.312231	0.168275	0.699208	1.456211	1.845299	1628.801353
1685	-12.473192	-5794.467018	-1188.317435	1.893075	0.711406	0.032769	24.318481	0.134422	0.556582	1.285949	2.149880	1607.345727
1686	-12.302478	-5885.262647	-1185.500242	1.857162	0.848426	0.048319	24.212570	0.034795	0.712305	1.522549	1.896086	1640.755324
1687	-12.408756	-5888.107884	-1179.394638	1.858317	0.815874	0.037541	24.387764	0.048586	0.728238	1.562882	1.908017	1642.720987
1688	-12.621762	-5874.403862	-1179.190925	1.817801	0.816463	0.022358	24.369824	0.129781	0.703048	1.608144	2.027247	1633.621998
